X(E/m),Y(N/m)
332248.4098372095,4128577.172035753
332246.59163062915,4128578.052027252
332244.7822895645,4128578.931841696
332242.93615559273,4128579.745793453
332241.0984428811,4128580.537377183
332239.1991186912,4128581.352394591
332237.35276362207,4128582.155252127
