X(E/m),Y(N/m)
330189.751513133640401,4156673.526112992316484
330189.575258672353812,4156673.551918471232057
330189.398777305206750,4156673.566627989988774
330189.222749747917987,4156673.603529443033040
330189.037659876048565,4156673.629515613429248
330188.852570002782159,4156673.655501786619425
330188.667707036016509,4156673.692583928350359
330188.491906389477663,4156673.740581361111253
330188.289372599334456,4156673.778024870902300
330188.104282730957493,4156673.804011060856283
330187.928028278751299,4156673.829816576093435
330187.734102999093011,4156673.855983454734087
330187.540404627274256,4156673.893246301915497
330187.346479349769652,4156673.919413190335035
330187.170678716502152,4156673.967410650104284
330186.976980349165387,4156674.004673511721194
330186.791890488355421,4156674.030659732408822
330186.615409133024514,4156674.045369309838861
330186.439154686639085,4156674.071174856740981
330186.245456326403655,4156674.108437736984342
330186.042922550288495,4156674.145881299395114
330185.858059605816379,4156674.182963505852968
330185.673650479584467,4156674.242237646132708
330185.461827478546184,4156674.257669977378100
330185.268129123491235,4156674.294932877179235
330185.091647774796002,4156674.309642489068210
330184.898176335031167,4156674.358001362532377
330184.704477984167170,4156674.395264278631657
330184.511006545857526,4156674.443623161409050
330184.325916699599475,4156674.469609437044710
330184.132445264724083,4156674.517968329600990
330183.938066186907236,4156674.521943368483335
330183.752522519323975,4156674.525737727992237
330183.576041176449507,4156674.540447372943163
330183.373280509083997,4156674.566795037593693
330183.170519842766225,4156674.593142706900835
330182.985203091520816,4156674.608033048920333
330182.791277837008238,4156674.634200042579323
330182.588290262036026,4156674.649451763369143
330182.393684269860387,4156674.642330872360617
330182.208594432100654,4156674.668317195959389
330182.023277680738829,4156674.683207558467984
330181.811681607330684,4156674.709735948126763
330181.626591772073880,4156674.735722285229713
330181.458945849677548,4156674.750251286663115
330181.264793688198552,4156674.765322353225201
330181.061806114972569,4156674.780574110336602
330180.876489366753958,4156674.795464498922229
330180.700461863772944,4156674.832366134971380
330180.497701211075764,4156674.858713870402426
330180.304456719546579,4156674.918168818578124
330180.128429220989347,4156674.955070465803146
330179.934957816731185,4156675.003429457079619
330179.732197167468257,4156675.029777211602777
330179.538045013498049,4156675.044848318677396
330179.361790604423732,4156675.070654017385095
330179.168092288193293,4156675.107917062938213
330178.947887737245765,4156675.145722179673612
330178.745127093163319,4156675.172069958876818
330178.560037274146453,4156675.198056364431977
330178.348668139486108,4156675.235680807381868
330178.154515991220251,4156675.250751946121454
330177.960363843245432,4156675.265823091380298
330177.775274030049331,4156675.291809514164925
330177.572513391729444,4156675.318157321773469
330177.361144263180904,4156675.355781790334731
330177.176054451032542,4156675.381768227089196
330176.982356149004772,4156675.419031323399395
330176.779368593939580,4156675.434283186681569
330176.584989529277664,4156675.438258397858590
330176.399672798346728,4156675.453148885630071
330176.205747578293085,4156675.479316036216915
330175.985316123988014,4156675.506025267299265
330175.800226319930516,4156675.532011734321713
330175.615363437682390,4156675.569094171281904
330175.421438221819699,4156675.595261340495199
330175.227286083390936,4156675.610332549083978
330175.041969357174821,4156675.625223067589104
330174.856879555329215,4156675.651209556497633
330174.663408193737268,4156675.699568673036993
330174.469709907309152,4156675.736831827554852
330174.293682445422746,4156675.773733602371067
330174.099984161905013,4156675.810996765736490
330173.906058954657055,4156675.837163970805705
330173.711906824959442,4156675.852235214784741
330173.527043956564739,4156675.889317697379738
330173.333118752168957,4156675.915484915021807
330173.130811990122311,4156675.964024762623012
330172.936886788171250,4156675.990191989578307
330172.751797000819352,4156676.016178525518626
330172.558098725741729,4156676.053441727533937
330172.363946601864882,4156676.068513004109263
330172.161185992532410,4156676.094860943499953
330171.984931618033443,4156676.120666801463813
330171.782171010738239,4156676.147014752961695
330171.579637332819402,4156676.184458673000336
330171.385939067695290,4156676.221721902024001
330171.201076215249486,4156676.258804437704384
330170.997861754265614,4156676.262960477732122
330170.794647295377217,4156676.267116522882134
330170.609330586390570,4156676.282007141504437
330170.415632326679770,4156676.319270393811166
330170.212644796818495,4156676.334522417280823
330170.027555020176806,4156676.360509015619755
330169.842692177393474,4156676.397591582965106
330169.648540058522485,4156676.412662920542061
330169.454161013243720,4156676.416638299822807
330169.259781965753064,4156676.420613683294505
330169.074465260957368,4156676.435504337772727
330168.889375491067767,4156676.461490959860384
330168.686387963069137,4156676.476743023376912
330168.509906673163641,4156676.491452989168465
330168.332744582905434,4156676.472875063307583
330168.146747080725618,4156676.454477842431515
330167.968904190871399,4156676.402612030040473
330167.791288229869679,4156676.361842186655849
330167.622053810686339,4156676.298699714243412
330167.453046325012110,4156676.246653212700039
330167.265914143645205,4156676.172776184976101
330167.105288195365574,4156676.098357056733221
330166.962106130435131,4156676.012480563018471
330166.818697129841894,4156675.915508105885237
330166.666452711913735,4156675.818716354202479
330166.531652181176469,4156675.710467236116529
330166.405687058984768,4156675.602037416771054
330166.270886521320790,4156675.493788301944733
330166.144240583234932,4156675.352070591412485
330166.035492403898388,4156675.221087441779673
330165.953023525245953,4156675.078466220293194
330165.852883813902736,4156674.936206405516714
330165.770414929604158,4156674.793585185892880
330165.696554517257027,4156674.639687298797071
330165.640591867326293,4156674.496523970272392
330165.566958386625629,4156674.353722049854696
330165.510995732853189,4156674.210558721330017
330165.481993189081550,4156674.089045216329396
330165.461826060665771,4156673.967351007275283
330165.424215040344279,4156673.857114169280976
330165.394985557883047,4156673.724504698067904
330165.366209949948825,4156673.614087156020105
330165.337434341490734,4156673.503669616300613
330165.308658732334152,4156673.393252074718475
330165.271047707938123,4156673.283015238121152
330165.225055139220785,4156673.195151033811271
330165.205341879278421,4156673.095648754388094
330165.212588736962061,4156673.017796296626329
330165.219608658051584,4156672.928847872186452
330165.227309389447328,4156672.873187342658639
330165.208957749418914,4156672.840260853525251
330165.191059982578736,4156672.829526296351105
330165.182224567572121,4156672.829707000404596
330165.165234545711428,4156672.863356302492321
330165.165688419248909,4156672.885548232123256
330165.166369229555130,4156672.918836127966642
330165.149833083734848,4156672.974677360616624
330165.142586226575077,4156673.052529820706695
330165.162072552775498,4156673.140936132520437
330165.146444152633194,4156673.241161227226257
330165.165930478484370,4156673.329567539039999
330165.186324546695687,4156673.462357716169208
330165.206491682154592,4156673.584051923826337
330165.209214923437685,4156673.717203505802900
330165.247279820614494,4156673.849632272031158
330165.259065412101336,4156673.993699115235358
330165.279459480196238,4156674.126489290036261
330165.291472010081634,4156674.281652097124606
330165.312093011802062,4156674.425538238137960
330165.323878604336642,4156674.569605080876499
330165.317766429390758,4156674.702937365043908
330165.320716606685892,4156674.847184912767261
330165.332729135639966,4156675.002347720786929
330165.344514725555200,4156675.146414563991129
330165.356527251889929,4156675.301577372010797
330165.359477429068647,4156675.445824918802828
330165.371489955054130,4156675.600987726822495
330165.383275544212665,4156675.745054570492357
330165.350884074345231,4156675.890024932567030
330165.354288125643507,4156676.056464408989996
330165.366300651803613,4156676.211627219337970
330165.378086240962148,4156676.355694061145186
330165.398707240936346,4156676.499580200761557
330165.392595070821699,4156676.632912486325949
330165.395545248640701,4156676.777160033117980
330165.371989194594789,4156676.921949691604823
330165.348206204711460,4156677.055643382947892
330165.342320971132722,4156677.200071634724736
330165.372004317818210,4156677.354873036965728
330165.392625319072977,4156677.498759176116437
330165.413473254302517,4156677.653741281945258
330165.425031905644573,4156677.786712159868330
330165.419146674510557,4156677.931140410248190
330165.430932262504939,4156678.075207254383713
330165.416211622534320,4156678.219816208817065
330165.419388738286216,4156678.375159721821547
330165.422565854212735,4156678.530503232963383
330165.452022259705700,4156678.674208671320230
330165.454972438456025,4156678.818456218112260
330165.475593434297480,4156678.962342359125614
330165.487605958129279,4156679.117505168542266
330165.490783073473722,4156679.272848679684103
330165.484897844144143,4156679.417276932857931
330165.496683430857956,4156679.561343776993454
330165.508695956552401,4156679.716506585478783
330165.538379294681363,4156679.871307987254113
330165.568062631937210,4156680.026109391357750
330165.579848217195831,4156680.170176235027611
330165.600469209253788,4156680.314062376506627
330165.612481730640866,4156680.469225185923278
330165.633329660748132,4156680.624207291286439
330165.663012994686142,4156680.779008694458753
330165.683860921184532,4156680.933990800753236
330165.722152723057661,4156681.077515535522252
330165.751382183283567,4156681.210125008132309
330165.780838577076793,4156681.353830445557833
330165.792397221899591,4156681.486801325343549
330165.795347397448495,4156681.631048873532563
330165.807132978574373,4156681.775115718599409
330165.836362433619797,4156681.907725192140788
330165.865364951314405,4156682.029238700401038
330165.894140531774610,4156682.139656242914498
330165.914080708927941,4156682.250254489481449
330165.933793946926016,4156682.349756769835949
330165.944671779754572,4156682.449439753312618
330165.938105739594903,4156682.560580108314753
330165.940148167836014,4156682.660443796310574
330165.950799064012244,4156682.749030816368759
330165.961223023594357,4156682.826521868351847
330165.988410045858473,4156682.859267655760050
330165.997926261683460,4156682.892374848015606
330166.006761665921658,4156682.892194144893438
330166.006761665921658,4156682.892194144893438
330165.997472388902679,4156682.870182917453349
330165.988183109497186,4156682.848171689081937
330165.978439959464595,4156682.803968532010913
330165.977078340947628,4156682.737392740324140
330165.957138167519588,4156682.626794495154172
330165.963477271376178,4156682.504558173008263
330165.969362502801232,4156682.360129922162741
330165.957576924527530,4156682.216063078027219
330165.945337473182008,4156682.049804303329438
330165.924262616375927,4156681.883726230356842
330165.903187758871354,4156681.717648157849908
330165.882112898572814,4156681.551570085342973
330165.852202633977868,4156681.385672716889530
330165.848344713682309,4156681.197041308972985
330165.835424450866412,4156680.997494637966156
330165.805060311104171,4156680.809405337553471
330165.783304640557617,4156680.610039369668812
330165.761775905848481,4156680.421769368462265
330165.749082575319335,4156680.233318663667887
330165.736389249213971,4156680.044867958407849
330165.732304391334765,4156679.845140584744513
330165.728219533804804,4156679.645413209684193
330165.732743145548739,4156679.434409169480205
330165.728885225020349,4156679.245777760166675
330165.724573431711178,4156679.034954422153533
330165.711653168720659,4156678.835407752078027
330165.725466066040099,4156678.646414937917143
330165.721608146326616,4156678.457783528603613
330165.717296353890561,4156678.246960190590471
330165.722046907525510,4156678.047052113339305
330165.709353578859009,4156677.858601409010589
330165.705041787005030,4156677.647778071463108
330165.683286111510824,4156677.448412104975432
330165.688036664039828,4156677.248504028189927
330165.693014157935977,4156677.059691917616874
330165.697537777479738,4156676.848687876947224
330165.720186092250515,4156676.659514359198511
330165.742834408301860,4156676.470340842381120
330165.765482728020288,4156676.281167326960713
330165.779068698990159,4156676.081078547518700
330165.801490082871169,4156675.880809066817164
330165.841809228120837,4156675.691274143289775
330165.873292965639848,4156675.501919924747199
330165.922220591397490,4156675.301108335610479
330165.953704332932830,4156675.111754115670919
330166.002858899417333,4156674.922038492280990
330166.025507229613140,4156674.732864975929260
330166.074434867245145,4156674.532053388655186
330166.114527091849595,4156674.331422503571957
330166.163908605813049,4156674.152802845928818
330166.204000835190527,4156673.952171961776912
330166.271053181786556,4156673.773190900217742
330166.338105531525798,4156673.594209839124233
330166.387260118324775,4156673.404494218062609
330166.445023189357016,4156673.203501931391656
330166.503013196343090,4156673.013605610001832
330166.570292493212037,4156672.845720516517758
330166.637344858318102,4156672.666739459149539
330166.713232641865034,4156672.487577700056136
330166.807018192252144,4156672.319150502793491
330166.874297501868568,4156672.151265413034707
330166.941576814395376,4156671.983380324207246
330167.008629193529487,4156671.804399271029979
330167.075908511993475,4156671.636514181736857
330167.152023249887861,4156671.468448392115533
330167.245808824198321,4156671.300021202769130
330167.339821333996952,4156671.142689978238195
330167.433833852061071,4156670.985358755569905
330167.518784018815495,4156670.817112269811332
330167.612569608725607,4156670.648685083258897
330167.697519785142504,4156670.480438598897308
330167.791532315895893,4156670.323107380419970
330167.885544850490987,4156670.165776163805276
330167.997228224528953,4156670.008083546534181
330168.100076184840873,4156669.850571631453931
330168.194315663538873,4156669.704336382448673
330168.279492794943508,4156669.547185872681439
