X(E/m),Y(N/m)
330188.899923741002567,4156673.809941899497062
330189.067796594463289,4156673.806509012356400
330189.244277953985147,4156673.791799485217780
330189.420305507315788,4156673.754898034501821
330189.596333062043414,4156673.717996586114168
330189.772814423777163,4156673.703287071548402
330189.949068884423468,4156673.677481595426798
330190.134385662735440,4156673.662591409869492
330190.319702441454865,4156673.647701230365783
330190.496183805051260,4156673.632991729304194
330190.681273681926541,4156673.607005593832582
330190.857301243930124,4156673.570104172918946
330191.033555709582288,4156673.544298719149083
330191.218418685137294,4156673.507216629572213
330191.412117077736184,4156673.469953869469464
330191.597433861577883,4156673.455063717439771
330191.773688331071753,4156673.429258280899376
330191.958778212661855,4156673.403272171504796
330192.134805783221964,4156673.366370779927820
330192.319668768672273,4156673.329288714099675
330192.504758655792102,4156673.303302619140595
330192.681013128021732,4156673.277497200760990
330192.857494503259659,4156673.262787752319127
330193.051419806492049,4156673.236620993819088
330193.219292668567505,4156673.233188192825764
330193.404155658208765,4156673.196106152143329
330193.580410136783030,4156673.170300753787160
330193.756664616288617,4156673.144495359621942
330193.932692195987329,4156673.107594003900886
330194.108946677530184,4156673.081788617651910
330194.294036573613994,4156673.055802561808378
330194.479353365954012,4156673.040912474971265
330194.655607849941589,4156673.015107099898160
330194.840470851457212,4156672.978025091812015
330195.016498440527357,4156672.941123760305345
330195.201361444895156,4156672.904041760135442
330195.386451344820671,4156672.878055729437619
330195.571541247889400,4156672.852069701999426
330195.747795735718682,4156672.826264351606369
330195.933112536440603,4156672.811374297365546
330196.117975546570960,4156672.774292317684740
330196.294230039464310,4156672.748486978001893
330196.479093052214012,4156672.711405007168651
330196.655574439559132,4156672.696695638820529
330196.831828935188241,4156672.670890310779214
330197.017145739868283,4156672.656000281218439
330197.193400237010792,4156672.630194961093366
330197.369654732756317,4156672.604389643762261
330197.545455444720574,4156672.556392401456833
330197.721709945006296,4156672.530587092507631
330197.915408379281871,4156672.493324486073107
330198.091889774368610,4156672.478615148924291
330198.276979691523593,4156672.452629182022065
330198.444852563552558,4156672.449196485336870
330198.621107067912817,4156672.423391195945442
330198.814805509755388,4156672.386128608137369
330198.999668538977858,4156672.349046695511788
330199.167314523481764,4156672.334518048446625
330199.325898200797383,4156672.309074108954519
330199.484254990238696,4156672.272534207906574
330199.678407219704241,4156672.257463570684195
330199.846053204266354,4156672.242934938054532
330200.013699191506021,4156672.228406308684498
330200.180891397001687,4156672.191685753874481
330200.365981324692257,4156672.165699834935367
330200.533627311582677,4156672.151171217206866
330200.710108715575188,4156672.136461936403066
330200.877754705492407,4156672.121933324728161
330201.063071522512473,4156672.107043385040015
330201.239552927785553,4156672.092334116343409
330201.424642859608866,4156672.066348219290376
330201.592061961186118,4156672.040723659563810
330201.768316482543014,4156672.014918436296284
330201.926900171209127,4156671.989474546629936
330202.085710750368889,4156671.975126624573022
330202.262419043923728,4156671.971513341646641
330202.430291925091296,4156671.968080725986511
330202.571431673597544,4156671.954094139859080
330202.712117649323773,4156671.917915628291667
330202.861639043083414,4156671.881556455045938
330202.993943378678523,4156671.867750541307032
330203.126020828727633,4156671.842848663683981
330203.258325165137649,4156671.829042752739042
330203.382474746438675,4156671.848705401644111
330203.497562024742365,4156671.857452749740332
330203.577307641913649,4156671.866922748740762
330203.656599490437657,4156671.854200821369886
330203.691941151279025,4156671.853478170465678
330203.718447395134717,4156671.852936183102429
330203.709611980477348,4156671.853116846177727
330203.701003451133147,4156671.864393472205848
330203.665434907306917,4156671.854020158760250
330203.595205358695239,4156671.877657387871295
330203.498469566693529,4156671.901836606208235
330203.383609174634330,4156671.904185223393142
330203.260367137496360,4156671.928906431887299
330203.154795932234265,4156671.953266318887472
330203.049451613682322,4156671.988722168840468
330202.952488940209150,4156672.001805430278182
330202.865269224625081,4156672.059091885574162
330202.760378681472503,4156672.116739668883383
330202.655261253123172,4156672.163291490636766
330202.549916938995011,4156672.198747347574681
330202.435283437662292,4156672.212191942613572
330202.312268294161186,4156672.248009129893035
330202.198315457673743,4156672.294741622172296
330202.084135730518028,4156672.330378150101751
330201.988307499792427,4156672.398941243998706
330201.883870741876308,4156672.478780967183411
330201.779433986055665,4156672.558620692696422
330201.674770344165154,4156672.627364455722272
330201.552889650454745,4156672.718661478254944
330201.448226012405939,4156672.787405243609101
330201.344016152899712,4156672.878340938128531
330201.248868598020636,4156672.980191935319453
330201.171164985629730,4156673.070585636887699
330201.093915150442626,4156673.183171269483864
330201.025273841747548,4156673.284480272792280
330200.956632534798700,4156673.385789277032018
330200.879155816510320,4156673.487278946675360
330200.810741404595319,4156673.599683915730566
330200.733491579536349,4156673.712269551586360
330200.682747996877879,4156673.824313190765679
330200.649902128032409,4156673.947091464418918
330200.617056262388360,4156674.069869735743850
330200.593045810237527,4156674.192467342596501
330200.560199944418855,4156674.315245615784079
330200.527127192413900,4156674.426927924621850
330200.485219029418658,4156674.538790898863226
330200.443537755170837,4156674.661749838385731
330200.419527307851240,4156674.784347445238382
330200.395516861404758,4156674.906945052556694
330200.380114935047459,4156675.018266031518579
330200.365166791249067,4156675.151778936851770
330200.358600279316306,4156675.262919247616082
330200.334589835663792,4156675.385516855400056
330200.310352502856404,4156675.497018500231206
330200.268444346962497,4156675.608881474938244
330200.235371605260298,4156675.720563784707338
330200.202752644894645,4156675.854438024573028
330200.178742205840535,4156675.977035633753985
330200.172175695712212,4156676.088175944983959
330200.157227558491286,4156676.221688853111118
330200.151114831911400,4156676.355021092575043
330200.135712915100157,4156676.466342069208622
330200.093804767413530,4156676.578205049037933
330200.043288104061503,4156676.701344657689333
330200.010215370741207,4156676.813026967924088
330199.968534117448144,4156676.935985911637545
330199.952905314159580,4156677.036210926715285
330199.937503402004950,4156677.147531904280186
330199.922101488162298,4156677.258852884173393
330199.898091058828868,4156677.381450493354350
330199.873853739583865,4156677.492952138651162
330199.831945603888016,4156677.604815118480474
330199.790264360257424,4156677.727774063590914
330199.766027041536290,4156677.839275708887726
330199.732727426686324,4156677.939862058497965
330199.717325519886799,4156678.051183036994189
330199.710532130964566,4156678.151227385271341
330199.695130222942680,4156678.262548362836242
330199.679728317714762,4156678.373869342729449
330199.655717896472197,4156678.496466954704374
330199.631480582582299,4156678.607968602329493
330199.598634755471721,4156678.730746880173683
330199.583232852863148,4156678.842067859135568
330199.576666358043440,4156678.953208171762526
330199.587543786503375,4156679.052891186904162
330199.598874997231178,4156679.174766128882766
330199.618814723449759,4156679.285364440642297
330199.612248228979297,4156679.396504752337933
330199.623125656798948,4156679.496187767479569
330199.625621460378170,4156679.618243377655745
330199.619054966431577,4156679.729383689351380
330199.629932394018397,4156679.829066704958677
330199.641036715009250,4156679.939845682587475
330199.669584954506718,4156680.039167362730950
330199.706968599231914,4156680.138308374676853
330199.726681431464385,4156680.237810721155256
330199.755002780235372,4156680.326036436948925
330199.765653314883821,4156680.414623485878110
330199.776303847203963,4156680.503210537135601
330199.787181274848990,4156680.602893550414592
330199.789223294705153,4156680.702757232356817
330199.782429907121696,4156680.802801578305662
330199.792853552382439,4156680.880292665213346
330199.802823413047008,4156680.935591819696128
330199.821628678648267,4156680.990710309706628
330199.839753270964138,4156681.012540904339403
330199.866940159001388,4156681.045286797452718
330199.884837862278800,4156681.056021428201348
330199.893673265120015,4156681.055840760935098
330199.884384080301970,4156681.033829499036074
330199.866032594931312,4156681.000902939122170
330199.847227329621091,4156680.945784450508654
330199.836803687212523,4156680.868293364532292
330199.817544639285188,4156680.790982945822179
330199.824111134046689,4156680.679842634126544
330199.821615332504734,4156680.557787023950368
330199.810284125385806,4156680.435912080574781
330199.807561432709917,4156680.302760506048799
330199.778332522488199,4156680.170150931924582
330199.731205905787647,4156680.026806727983057
330199.693141587369610,4156679.894377822056413
330199.663685783103574,4156679.750672283116728
330199.625394569186028,4156679.607147412840277
330199.604320387239568,4156679.441069279331714
330199.592308502877131,4156679.285906441975385
330199.562625804101117,4156679.131104940082878
330199.524107697303407,4156678.976484103593975
330199.503033510409296,4156678.810405971948057
330199.473350808955729,4156678.655604469589889
330199.443668106687255,4156678.500802966766059
330199.422367028542794,4156678.323628868907690
330199.409674464259297,4156678.135178138967603
330199.388600278645754,4156677.969100005459040
330199.367526088084560,4156677.803021872416139
330199.337389598949812,4156677.626028441824019
330199.307480000308715,4156677.460130975581706
330199.295241218816955,4156677.293872175272554
330199.265558510262053,4156677.139070674777031
330199.244257424725220,4156676.961896576918662
330199.223183232476003,4156676.795818443410099
330199.201882147928700,4156676.618644345551729
330199.171972544514574,4156676.452746882103384
330199.142062940169126,4156676.286849415395409
330199.094482512096874,4156676.121313287410885
330199.047128974110819,4156675.966873122379184
330198.999548544932622,4156675.801336991600692
330198.952195005957037,4156675.646896827034652
330198.887170641392004,4156675.492817997932434
330198.830981687933672,4156675.338558502960950
330198.757348799845204,4156675.195756306871772
330198.674880497914273,4156675.053134780842811
330198.601474497176241,4156674.921428550034761
330198.519233084807638,4156674.789902989286929
330198.427929363329895,4156674.647462130989879
330198.328017119434662,4156674.516297908965498
330198.228331765276380,4156674.396229652687907
330198.120037888758816,4156674.287438029423356
330197.985464665456675,4156674.190284377895296
330197.850891438894905,4156674.093130729161203
330197.725153619598132,4156673.995796413626522
330197.564527935930528,4156673.921376705169678
330197.412737659702543,4156673.846776329446584
330197.260947382950690,4156673.772175958380103
330197.100548584596254,4156673.708852223120630
330196.931541262893006,4156673.656805124599487
330196.753925420460291,4156673.616034665144980
330196.594207299407572,4156673.585998831782490
330196.416591453365982,4156673.545228379778564
330196.230140192317776,4156673.504638600163162
330196.052751237992197,4156673.474964119959623
330195.875589180272073,4156673.456385606434196
330195.689818602055311,4156673.449083733372390
330195.504274919512682,4156673.452877828851342
330195.318277446203865,4156673.434480000287294
330195.141115382954013,4156673.415901504456997
330194.964180215552915,4156673.408418974373490
330194.769120426557492,4156673.379105865955353
330194.574741328484379,4156673.383080654777586
330194.397806161432527,4156673.375598137266934
330194.194818547694013,4156673.390849572140723
330194.000666347565129,4156673.405920337419957
330193.823958076303825,4156673.409533797297627
330193.629578978056088,4156673.413508608005941
330193.426137567497790,4156673.406568132340908
330193.231985370512120,4156673.421638916246593
330193.037606272206176,4156673.425613740924746
330192.843680973513983,4156673.451780498493463
330192.658591089013498,4156673.477766586467624
330192.473501205560751,4156673.503752679098397
330192.288184422417544,4156673.518642811104655
330192.094032228633296,4156673.533713622484356
330191.908488545217551,4156673.537507798522711
330191.723398664558772,4156673.563493907917291
330191.538308784714900,4156673.589480021502823
330191.344383494928479,4156673.615646815393120
330191.159520519082434,4156673.652728901710361
330190.974430642439984,4156673.678715028334409
330190.771669940382708,4156673.705062510911375
330190.568909239256755,4156673.731410000007600
330190.383592462283559,4156673.746300175320357
330190.198502589133568,4156673.772286317311227
330189.995968796720263,4156673.809729785658419
330189.802270414424129,4156673.846992577891797
330189.617407451034524,4156673.884074701461941
330189.423482169513591,4156673.910241540055722
330189.220494571200106,4156673.925493096467108
330189.026796196354553,4156673.962755908723921
330188.833097825292498,4156674.000018726103008
330188.639399451087229,4156674.037281548604369
330188.436865670140833,4156674.074725053273141
330188.252002714143600,4156674.111807205714285
330188.066912853217218,4156674.137793397996575
330187.864152167807333,4156674.164140952285379
330187.670226896065287,4156674.190307832323015
330187.485137040377595,4156674.216294037643820
330187.291211768286303,4156674.242460925597697
330187.080069489369635,4156674.291181109845638
330186.860091802256647,4156674.340081979986280
330186.631051792181097,4156674.378067570272833
330186.392949464963749,4156674.405137885361910
330186.137176313903183,4156674.432569568976760
330185.881403161794879,4156674.460001260973513
330185.607959188171662,4156674.487794324290007
330185.334742123726755,4156674.526683362200856
330185.034338092897087,4156674.532826561480761
330184.725325560080819,4156674.550246418919414
330184.416539939353243,4156674.578762253280729
330184.107754319906235,4156674.607278099283576
330183.799195614061318,4156674.646889921277761
330183.481347673223354,4156674.664490509312600
330183.146055821329355,4156674.693548443261534
330182.810990884259809,4156674.733702356461436
330182.317115437588654,4156674.788204584270716
330181.832075408019591,4156674.842526153661311
330181.294022909889463,4156674.897931871470064
330180.773868157528341,4156674.964072214439511
330180.262094990233891,4156675.007839974481612
330179.723815590259619,4156675.052149829920381
330179.176927700231317,4156675.107736374717206
330178.647937558707781,4156675.174057540483773
330178.109885091893375,4156675.229463465511799
330177.572286471375264,4156675.307061356958002
330177.052358680404723,4156675.384297899901867
330176.532203980081249,4156675.450438511557877
330176.030173952516634,4156675.538409701082855
330175.554650168807711,4156675.625838843639940
330175.096570295514539,4156675.701810662634671
330174.674058999633417,4156675.788155698217452
330174.286662432365119,4156675.862682014238089
330173.916482845554128,4156675.914655031170696
330173.563974082935601,4156675.966266673523933
330173.229136148816906,4156676.017516941763461
330172.903587482753210,4156676.090778457000852
330172.586420378764160,4156676.141667360439897
330172.269480205548462,4156676.203652240335941
330171.961375447514001,4156676.265456436201930
330171.653270693554077,4156676.327260643709451
330171.362382908002473,4156676.366511538624763
330171.080103606451303,4156676.394485781434923
330170.797597379074432,4156676.411364068742841
330170.523699631216004,4156676.416965702082962
330170.241193402442150,4156676.433844008482993
330169.966841793386266,4156676.417253731284291
330169.682973980961833,4156676.367556266020983
330169.416323124198243,4156676.295305481646210
330169.175951562297996,4156676.211416642647237
330168.935806929424871,4156676.138623774982989
330168.739385484717786,4156676.042735484428704
330168.542510170373134,4156675.924655267968774
330168.362851808313280,4156675.784021725412458
330168.192028854391538,4156675.643207486718893
330168.020978959160857,4156675.491297286003828
330167.875981430115644,4156675.316653055138886
330167.748200852947775,4156675.119455497246236
330167.664370400016196,4156674.910258468240499
330167.580766876868438,4156674.712157406378537
330167.497163352323696,4156674.514056345447898
330167.413559821783565,4156674.315955284517258
330167.338564767269418,4156674.106577557045966
330167.289849016699009,4156673.885561763774604
330167.232524786260910,4156673.675822634249926
330167.184035967569798,4156673.465902806259692
330167.126938664237969,4156673.267259642016143
330167.069614426465705,4156673.057520515285432
330167.021125599043444,4156672.847600686829537
330167.008886169467587,4156672.681341913063079
330166.988719061715528,4156672.559647701214999
330166.960851209820248,4156672.493614014238119
330166.933664158568718,4156672.460868225898594
330166.924828745424747,4156672.461048926226795
330166.935252699186094,4156672.538539981003851
330166.938202846329659,4156672.682787526398897
330166.932998384058010,4156672.860503667965531
330166.901968476944603,4156673.072049811948091
330166.871619377750903,4156673.316883850842714
330166.850332627305761,4156673.572633153293282
330166.855325188254938,4156673.816744385752827
330166.860771618550643,4156674.083047547377646
330166.848320287768729,4156674.338616148568690
330166.835868958383799,4156674.594184749294072
330166.823417630395852,4156674.849753350019455
330166.828410194138996,4156675.093864582013339
330166.833402758114971,4156675.337975814938545
330166.829332975554280,4156675.571171782910824
330166.816654716734774,4156675.815644420683384
330166.812584935920313,4156676.048840389586985
330166.835021389648318,4156676.281494253315032
330166.866520188457798,4156676.525063381064683
330166.871512753656134,4156676.769174613058567
330166.859288367792033,4156677.035839179530740
330166.864734803675674,4156677.302142343949527
330166.887625124771148,4156677.556988139171153
330166.901680035516620,4156677.812014634720981
330166.915961880877148,4156678.078137096948922
330166.912572907691356,4156678.344620961695910
330166.918246279121377,4156678.622020090930164
330166.914630372601096,4156678.877407991793007
330166.946356099855620,4156679.132073084823787
330166.960864881752059,4156679.409291511867195
330166.983755196793936,4156679.664137307554483
330166.997810108237900,4156679.919163804035634
330167.020019619725645,4156680.140721704345196
330167.060126879136078,4156680.373014166019857
330167.091398732387461,4156680.605487328954041
330167.122670582146384,4156680.837960491422564
330167.145333959138952,4156681.081710322294384
330167.167770400643349,4156681.314364188816398
330167.199269181815907,4156681.557933317963034
330167.222159493132494,4156681.812779114115983
330167.236441328714136,4156682.078901577275246
330167.241887761454564,4156682.345204741228372
330167.256169599073473,4156682.611327204387635
330167.279059908236377,4156682.866173001937568
330167.301950214372482,4156683.121018799021840
330167.315778181189671,4156683.364949332084507
330167.320997679024003,4156683.620156531222165
330167.334598710993305,4156683.852991099469364
330167.356808210955933,4156684.074549001175910
330167.396688515553251,4156684.295745498035103
330167.428187287528999,4156684.539314629975706
330167.442242186050862,4156684.794341128785163
330167.447007813141681,4156685.027356398757547
330167.451546505850274,4156685.249275702983141
330167.456085198791698,4156685.471195010002702
330167.451561555964872,4156685.682199051603675
330167.447037913836539,4156685.893203093204647
330167.433678869216237,4156686.104387836065143
330167.419412091141567,4156686.271188718266785
330167.422589177847840,4156686.426532232202590
330167.425085460301489,4156686.548587849363685
330167.417838601279072,4156686.626440309453756
330167.382723935006652,4156686.638259080704302
330167.319514523842372,4156686.572948202025145
330167.263325029984117,4156686.418688898440450
330167.231599323276896,4156686.164023803547025
330167.234534414485097,4156685.875348003115505
330167.245397168211639,4156685.542107642628253
330167.273930727504194,4156685.208505877759308
330167.301783485570922,4156684.841616216115654
330167.338698586798273,4156684.485641820356250
330167.349334416037891,4156684.141305494587868
330167.342299440759234,4156683.797330572735518
330167.344326804275624,4156683.464270914439112
330167.328456426272169,4156683.120476694311947
330167.330256856861524,4156682.776321069803089
330167.314613413822372,4156682.443622814957052
330167.308032310160343,4156682.121839825063944
330167.301224272407126,4156681.788960868958384
330167.312087046564557,4156681.455720508005470
330167.323176757199690,4156681.133576115127653
330167.316595656739082,4156680.811793124303222
330167.318849963485263,4156680.489829434081912
330167.329939680697862,4156680.167685040272772
330167.341029397561215,4156679.845540646463633
330167.352119116112590,4156679.523396254051477
330167.372044244722929,4156679.201071159914136
330167.409186326607596,4156678.856192733161151
330167.446328410413116,4156678.511314304545522
330167.492078975774348,4156678.155159212648869
330167.537602609954774,4156677.787908156402409
330167.591507794102654,4156677.398284466937184
330167.654248394945171,4156677.008480079937726
330167.725370544474572,4156676.596303061116487
330167.787203426472843,4156676.162114814855158
330167.875542552093975,4156675.727384466212243
330167.963654755498283,4156675.281558153685182
330168.069437795551494,4156674.835370441898704
330168.192437809542753,4156674.366629402618855
330168.333335601841100,4156673.908622928429395
330168.473779544292483,4156673.428424528334290
330168.631667404551990,4156672.936768766026944
330168.789782215142623,4156672.456208973191679
330168.956505532492884,4156671.964372521266341
330169.131837356486358,4156671.461259406991303
330169.333902385493275,4156670.968700165860355
330169.553638275014237,4156670.475779533386230
330169.782436540874187,4156669.993774176109582
330170.020297185517848,4156669.522684089839458
330170.258157856762409,4156669.051594013813883
330170.513689395156689,4156668.580142550170422
330170.769674824317917,4156668.130883024539798
330171.034495700499974,4156667.681442813016474
330171.299089680833276,4156667.220906644128263
330171.581808389979415,4156666.782201024238020
330171.855464778782334,4156666.332580142654479
330172.138183550094254,4156665.893874544184655
330172.420902352256235,4156665.455168954562396
330172.712456608598586,4156665.016282681841403
330173.004237822606228,4156664.588492385111749
330173.296245992998593,4156664.171798063442111
330173.588254193833563,4156663.755103754345328
330173.889324774034321,4156663.349324728827924
330174.190622308524325,4156662.954641678370535
330174.492373719520401,4156662.582150570116937
330174.785062809125520,4156662.198744201101363
330175.078205769706983,4156661.837529774755239
330175.380638029891998,4156661.498326596803963
330175.674234888167121,4156661.159304122906178
330175.958996343542822,4156660.820462351199239
330176.217932300292887,4156660.515450558159500
330176.468486692116130,4156660.232811395544559
330176.701370242517442,4156659.950533622410148
330176.925418382743374,4156659.668436547275633
330177.159209644189104,4156659.430542646907270
330177.375556980434339,4156659.204106098040938
330177.557470288244076,4156659.022776174824685
330177.722393499803729,4156658.875095528084785
330177.879162046127021,4156658.760883467271924
330177.992661120602861,4156658.691958716604859
330178.071045396849513,4156658.634852689225227
330178.123150301165879,4156658.589384695980698
330178.158038183173630,4156658.566470008343458
